zona_leste,zona_norte,zona_oeste,zona_sul,quartos,area,preco
1,0,0,0,0.6931471805599453,3.4965075614664802,6.2166061010848646
0,0,1,0,1.6094379124341003,5.802118375377063,9.711176264112805
0,0,0,1,1.3862943611198906,5.602118820879701,8.853808274977197
1,0,0,0,0.6931471805599453,3.58351893845611,7.00397413672268
1,0,0,0,1.0986122886681098,4.875197323201151,7.901377353792616
0,0,1,0,0.6931471805599453,3.9318256327243257,7.170888478512505
1,0,0,0,1.3862943611198906,4.709530201312334,7.824445930877619
0,0,1,0,1.6094379124341003,5.8522024797744745,8.987321812850125
1,0,0,0,1.3862943611198906,5.017279836814924,7.824445930877619
0,0,1,0,1.0986122886681098,4.110873864173311,7.650168700845001
0,0,1,0,1.6094379124341003,6.133398042996649,10.203629181337648
0,1,0,0,1.0986122886681098,4.51085950651685,7.3783837129967145
0,0,0,1,1.3862943611198906,5.62040086571715,8.922791623969637
0,0,0,1,1.6094379124341003,5.8971538676367405,9.392745258631441
1,0,0,0,0.6931471805599453,3.713572066704308,7.0909098220799835
0,0,1,0,1.3862943611198906,4.795790545596741,7.824445930877619
0,0,0,1,1.0986122886681098,4.948759890378168,8.987321812850125
0,0,1,0,1.3862943611198906,5.111987788356544,8.006700845440367
0,1,0,0,0.6931471805599453,3.4339872044851463,6.55250788703459
0,1,0,0,1.0986122886681098,4.110873864173311,7.280008252884188
0,1,0,0,0.6931471805599453,4.51085950651685,6.803505257608338
0,1,0,0,1.3862943611198906,4.2626798770413155,6.836259277277067
0,1,0,0,0.6931471805599453,3.58351893845611,6.68586094706836
0,1,0,0,1.0986122886681098,5.198497031265826,8.160803920954665
0,0,1,0,1.0986122886681098,4.110873864173311,7.00397413672268
1,0,0,0,1.6094379124341003,5.68697535633982,8.699681400989514
0,0,1,0,1.6094379124341003,6.018593214496234,9.61587214452889
1,0,0,0,1.0986122886681098,4.189654742026425,7.313886831633462
0,0,1,0,1.3862943611198906,6.2166061010848646,9.61587214452889
0,1,0,0,1.3862943611198906,4.110873864173311,7.496097345175956
0,0,1,0,1.3862943611198906,5.10594547390058,7.937731775260109
0,1,0,0,1.3862943611198906,4.709530201312334,7.438971592395862
1,0,0,0,1.0986122886681098,4.795790545596741,9.093918908958932
1,0,0,0,1.6094379124341003,5.700443573390687,8.699681400989514
0,0,0,1,1.3862943611198906,5.303304908059076,7.824445930877619
0,0,0,1,1.3862943611198906,4.653960350157523,8.24301946898925
0,0,0,1,1.3862943611198906,5.214935757608986,7.650168700845001
0,1,0,0,1.3862943611198906,4.709530201312334,7.496097345175956
0,1,0,0,0.6931471805599453,3.9318256327243257,6.621405651764134
1,0,0,0,1.0986122886681098,4.394449154672439,7.170888478512505
0,1,0,0,1.3862943611198906,5.0689042022202315,7.741099090035366
0,1,0,0,0.6931471805599453,3.4339872044851463,7.237778191923443
1,0,0,0,0.6931471805599453,4.2626798770413155,6.803505257608338
0,1,0,0,0.6931471805599453,3.9318256327243257,6.311734809152915
0,0,1,0,1.0986122886681098,4.709530201312334,8.160803920954665
1,0,0,0,1.0986122886681098,4.2626798770413155,7.438971592395862
1,0,0,0,1.0986122886681098,4.795790545596741,6.55250788703459
0,0,1,0,1.3862943611198906,6.175867270105761,9.392745258631441
0,1,0,0,0.6931471805599453,3.713572066704308,6.580639137284949
1,0,0,0,1.0986122886681098,4.394449154672439,7.170888478512505
0,1,0,0,0.6931471805599453,3.828641396489095,6.55250788703459
0,1,0,0,1.791759469228055,4.394449154672439,7.601402334583733
0,1,0,0,0.6931471805599453,3.713572066704308,6.478509642208569
0,0,0,1,0.6931471805599453,3.4339872044851463,5.993961427306569
1,0,0,0,1.0986122886681098,4.394449154672439,7.496097345175956
0,0,1,0,1.0986122886681098,4.477336814478207,7.0909098220799835
0,0,1,0,1.0986122886681098,4.394449154672439,7.937731775260109
0,0,1,0,1.3862943611198906,5.442417710521793,8.160803920954665
0,0,0,1,1.3862943611198906,5.5254529391317835,9.305741456739435
0,1,0,0,1.0986122886681098,4.110873864173311,6.90875477931522
0,0,0,1,1.0986122886681098,4.795790545596741,7.762596048540069
0,1,0,0,1.0986122886681098,4.61512051684126,7.496097345175956
0,0,1,0,0.6931471805599453,3.4965075614664802,6.68586094706836
0,1,0,0,1.0986122886681098,4.51085950651685,7.496097345175956
1,0,0,0,1.0986122886681098,4.219507705176107,7.141245122350491
0,0,0,1,1.0986122886681098,6.111467339502679,9.61587214452889
0,1,0,0,1.3862943611198906,5.081404364984463,8.071218539969863
1,0,0,0,0.6931471805599453,4.2626798770413155,7.0909098220799835
0,0,1,0,1.3862943611198906,5.303304908059076,8.216358332386156
0,0,1,0,1.0986122886681098,5.231108616854587,9.305741456739435
0,0,0,1,1.791759469228055,6.803505257608338,10.571342565808699
0,0,0,1,1.6094379124341003,5.860786223465865,9.803722464346553
0,0,1,0,1.3862943611198906,4.394449154672439,8.160803920954665
0,0,0,1,1.6094379124341003,6.852242569051878,9.305741456739435
0,1,0,0,0.6931471805599453,3.9318256327243257,6.311734809152915
0,0,1,0,1.0986122886681098,4.795790545596741,7.696667081526462
0,1,0,0,0.6931471805599453,3.8918202981106265,6.7464121285733745
1,0,0,0,1.0986122886681098,4.04305126783455,7.384610383176974
0,0,1,0,1.791759469228055,6.3473892096560105,9.90353755128617
1,0,0,0,1.0986122886681098,5.545177444479562,8.922791623969637
1,0,0,0,1.0986122886681098,4.442651256490317,7.496097345175956
0,0,1,0,0.6931471805599453,3.713572066704308,7.00397413672268
0,0,1,0,1.0986122886681098,4.553876891600541,7.824445930877619
0,0,1,0,1.6094379124341003,5.697093486505405,9.648659816955295
0,1,0,0,1.0986122886681098,4.02535169073515,7.170888478512505
0,0,0,1,1.3862943611198906,5.942799375126701,8.497194544909547
1,0,0,0,1.0986122886681098,4.574710978503383,7.170888478512505
0,1,0,0,1.0986122886681098,4.51085950651685,7.696667081526462
0,1,0,0,0.6931471805599453,3.9318256327243257,6.803505257608338
0,0,1,0,1.0986122886681098,4.61512051684126,7.496097345175956
1,0,0,0,0.6931471805599453,3.58351893845611,6.621405651764134
0,0,1,0,1.0986122886681098,3.713572066704308,6.85751406254539
0,1,0,0,1.0986122886681098,4.709530201312334,7.901377353792616
0,1,0,0,0.6931471805599453,3.4339872044851463,6.398594934535208
0,0,1,0,0.6931471805599453,3.713572066704308,7.0909098220799835
0,0,0,1,1.0986122886681098,4.51085950651685,7.438971592395862
0,0,1,0,1.0986122886681098,6.398594934535208,10.231999619476165
1,0,0,0,1.0986122886681098,4.394449154672439,7.741099090035366
0,1,0,0,1.0986122886681098,6.55250788703459,8.987321812850125
1,0,0,0,0.6931471805599453,3.9318256327243257,7.00397413672268
0,0,1,0,1.0986122886681098,5.993961427306569,9.392745258631441
0,1,0,0,0.6931471805599453,3.713572066704308,6.621405651764134
0,0,1,0,1.6094379124341003,6.635946555686647,9.40894529884324
1,0,0,0,1.3862943611198906,5.303304908059076,7.937731775260109
0,0,0,1,1.0986122886681098,5.081404364984463,9.61587214452889
0,0,0,1,1.0986122886681098,6.175867270105761,9.90353755128617
0,0,1,0,1.0986122886681098,5.081404364984463,7.937731775260109
0,0,1,0,0.6931471805599453,3.713572066704308,6.621405651764134
0,0,0,1,1.0986122886681098,4.276666119016055,8.160803920954665
0,0,1,0,1.0986122886681098,4.553876891600541,7.824445930877619
1,0,0,0,1.3862943611198906,6.439350371100098,9.61587214452889
0,0,0,1,1.791759469228055,5.5254529391317835,8.853808274977197
0,1,0,0,1.0986122886681098,4.736198448394496,8.24301946898925
0,0,1,0,1.3862943611198906,5.351858133476067,9.259225769705994
0,0,1,0,1.6094379124341003,6.194405391104672,9.472781556562168
0,0,0,1,1.6094379124341003,6.298949246855942,9.90353755128617
0,0,1,0,1.0986122886681098,4.61512051684126,7.741099090035366
0,1,0,0,0.6931471805599453,3.091042453358316,6.478509642208569
1,0,0,0,1.3862943611198906,4.836281906951478,7.438971592395862
0,0,0,1,1.6094379124341003,4.948759890378168,9.48044384215367
0,1,0,0,1.0986122886681098,4.51085950651685,6.55250788703459
1,0,0,0,1.3862943611198906,5.049856007249537,7.696667081526462
0,1,0,0,0.6931471805599453,3.713572066704308,6.68586094706836
0,1,0,0,1.0986122886681098,4.02535169073515,6.90875477931522
0,1,0,0,0.6931471805599453,4.02535169073515,6.803505257608338
1,0,0,0,1.0986122886681098,4.709530201312334,7.601402334583733
0,1,0,0,1.3862943611198906,4.51085950651685,7.170888478512505
0,0,1,0,1.791759469228055,6.7464121285733745,10.596659732783579
0,0,1,0,1.791759469228055,5.8888779583328805,9.382274835883651
0,0,0,1,1.3862943611198906,5.5254529391317835,14.285514812209815
0,0,0,1,1.0986122886681098,5.707110264748875,8.909370405197466
1,0,0,0,1.0986122886681098,4.110873864173311,7.170888478512505
0,1,0,0,1.0986122886681098,4.795790545596741,7.365812837209472
0,0,0,1,1.3862943611198906,5.017279836814924,7.937731775260109
1,0,0,0,0.6931471805599453,4.795790545596741,7.696667081526462
1,0,0,0,1.0986122886681098,4.2626798770413155,7.0909098220799835
0,0,1,0,1.6094379124341003,5.805134968916488,9.546884034617925
0,0,1,0,1.3862943611198906,5.7899601708972535,9.51044496442652
1,0,0,0,1.0986122886681098,4.51085950651685,7.00397413672268
0,1,0,0,0.6931471805599453,3.8501476017100584,7.208600337960199
1,0,0,0,1.6094379124341003,5.5254529391317835,9.200391041122515
0,1,0,0,1.0986122886681098,4.61512051684126,7.170888478512505
1,0,0,0,1.3862943611198906,5.564520407322694,8.853808274977197
0,0,1,0,0.6931471805599453,3.9318256327243257,7.00397413672268
0,0,1,0,0.6931471805599453,3.9318256327243257,6.621405651764134
1,0,0,0,1.0986122886681098,5.049856007249537,8.071218539969863
1,0,0,0,1.0986122886681098,4.61512051684126,7.3783837129967145
0,1,0,0,1.0986122886681098,4.51085950651685,7.496097345175956
0,0,0,1,1.6094379124341003,5.303304908059076,9.392745258631441
0,0,1,0,0.6931471805599453,4.948759890378168,8.476579508530941
0,1,0,0,0.6931471805599453,3.713572066704308,6.68586094706836
0,0,1,0,1.0986122886681098,5.771441123130016,9.392745258631441
0,0,0,1,1.3862943611198906,5.384495062789089,8.853808274977197
0,0,1,0,1.0986122886681098,0.6931471805599453,10.571342565808699
0,0,0,1,1.6094379124341003,6.413458957167357,9.105090961257085
0,0,0,1,1.3862943611198906,4.912654885736052,8.412054873292933
0,0,1,0,1.791759469228055,6.19644412779452,9.210440366976517
1,0,0,0,0.6931471805599453,4.61512051684126,7.208600337960199
0,0,1,0,1.0986122886681098,3.9318256327243257,7.00397413672268
0,0,0,1,1.0986122886681098,5.855071922202427,9.61587214452889
0,0,1,0,1.6094379124341003,5.808142489980444,9.210440366976517
0,0,1,0,0.6931471805599453,3.713572066704308,7.1316985104669115
0,0,0,1,1.6094379124341003,6.415096959171596,9.392745258631441
0,0,0,1,1.3862943611198906,4.795790545596741,8.160803920954665
1,0,0,0,1.6094379124341003,4.948759890378168,7.601402334583733
1,0,0,0,1.0986122886681098,4.219507705176107,7.00397413672268
1,0,0,0,0.6931471805599453,3.9318256327243257,6.7464121285733745
1,0,0,0,0.6931471805599453,3.4339872044851463,6.398594934535208
0,1,0,0,1.6094379124341003,5.5254529391317835,8.216358332386156
1,0,0,0,0.6931471805599453,3.4339872044851463,7.00397413672268
0,1,0,0,1.0986122886681098,3.7612001156935624,7.00397413672268
1,0,0,0,1.0986122886681098,4.3694478524670215,7.00397413672268
0,1,0,0,0.6931471805599453,4.2626798770413155,6.7464121285733745
0,0,1,0,1.791759469228055,6.111467339502679,9.392745258631441
1,0,0,0,0.6931471805599453,4.394449154672439,7.00397413672268
0,0,0,1,1.0986122886681098,5.993961427306569,9.90353755128617
1,0,0,0,1.3862943611198906,5.420534999272286,8.853808274977197
0,0,0,1,1.0986122886681098,5.638354669333745,8.853808274977197
0,1,0,0,0.6931471805599453,3.713572066704308,6.673297967767654
1,0,0,0,1.3862943611198906,5.017279836814924,7.244941546337007
0,0,0,1,1.0986122886681098,4.51085950651685,6.85751406254539
1,0,0,0,0.6931471805599453,3.9318256327243257,6.803505257608338
0,0,0,1,1.0986122886681098,4.007333185232471,7.313886831633462
0,1,0,0,1.0986122886681098,5.993961427306569,8.294299608857235
0,1,0,0,1.3862943611198906,5.303304908059076,8.006700845440367
1,0,0,0,1.0986122886681098,4.330733340286331,7.170888478512505
1,0,0,0,1.3862943611198906,4.875197323201151,7.601402334583733
1,0,0,0,1.0986122886681098,3.713572066704308,6.398594934535208
1,0,0,0,1.3862943611198906,4.51085950651685,7.438971592395862
0,0,1,0,1.0986122886681098,5.442417710521793,8.922791623969637
0,1,0,0,1.3862943611198906,4.912654885736052,8.071218539969863
0,0,1,0,1.0986122886681098,5.707110264748875,9.798182590890704
0,0,1,0,1.0986122886681098,5.231108616854587,9.305741456739435
1,0,0,0,1.0986122886681098,6.2166061010848646,8.612685172875459
0,0,0,1,1.3862943611198906,5.5254529391317835,8.853808274977197
0,0,0,1,1.791759469228055,5.993961427306569,9.61587214452889
0,1,0,0,1.6094379124341003,5.707110264748875,8.294299608857235
1,0,0,0,0.6931471805599453,3.9889840465642745,7.824445930877619
0,0,0,1,1.0986122886681098,4.2626798770413155,7.496097345175956
0,0,1,0,1.3862943611198906,5.2832037287379885,8.24301946898925
0,1,0,0,1.0986122886681098,3.828641396489095,7.244941546337007
0,0,1,0,1.0986122886681098,4.61512051684126,7.550135342488429
0,0,0,1,0.6931471805599453,4.110873864173311,7.741099090035366
0,0,0,1,1.6094379124341003,6.030685260261263,9.61587214452889
0,1,0,0,1.3862943611198906,5.420534999272286,8.006700845440367
0,1,0,0,1.3862943611198906,4.795790545596741,7.783640596221253
0,0,1,0,1.0986122886681098,4.51085950651685,7.0909098220799835
0,0,1,0,1.3862943611198906,5.303304908059076,8.294299608857235
1,0,0,0,1.3862943611198906,5.14166355650266,8.160803920954665
1,0,0,0,1.3862943611198906,5.5254529391317835,7.601402334583733
0,0,0,1,1.3862943611198906,5.993961427306569,9.392745258631441
0,1,0,0,1.0986122886681098,4.709530201312334,7.824445930877619
0,0,1,0,1.0986122886681098,4.394449154672439,7.0909098220799835
0,0,1,0,1.6094379124341003,5.993961427306569,10.12667110305036
0,0,0,1,1.0986122886681098,6.066108090103747,10.12667110305036
0,0,0,1,1.0986122886681098,5.860786223465865,9.392745258631441
0,0,0,1,1.0986122886681098,4.672828834461906,8.412054873292933
0,0,0,1,1.0986122886681098,4.795790545596741,7.438971592395862
0,1,0,0,1.3862943611198906,4.574710978503383,7.696667081526462
0,0,1,0,1.6094379124341003,6.398594934535208,8.987321812850125
0,0,0,1,1.6094379124341003,5.69035945432406,9.401043372798053
0,1,0,0,1.3862943611198906,5.198497031265826,7.972810784121404
0,0,1,0,0.6931471805599453,3.713572066704308,7.0909098220799835
1,0,0,0,1.0986122886681098,4.795790545596741,7.313886831633462
0,0,0,1,1.3862943611198906,5.707110264748875,9.15915233520675
1,0,0,0,1.0986122886681098,3.828641396489095,6.898714534329988
1,0,0,0,0.6931471805599453,4.110873864173311,7.00397413672268
0,0,0,1,1.0986122886681098,4.61512051684126,8.38958706681109
0,0,0,1,1.0986122886681098,5.225746673713202,8.853808274977197
0,0,0,1,1.0986122886681098,4.248495242049359,7.741099090035366
0,0,0,1,1.0986122886681098,5.030437921392435,8.853808274977197
1,0,0,0,1.3862943611198906,4.875197323201151,7.824445930877619
0,1,0,0,0.6931471805599453,3.9318256327243257,6.621405651764134
1,0,0,0,1.0986122886681098,4.394449154672439,7.170888478512505
0,0,1,0,1.3862943611198906,6.803505257608338,8.987321812850125
1,0,0,0,1.0986122886681098,4.61512051684126,7.170888478512505
0,0,1,0,1.0986122886681098,6.54534966033442,9.99884318585288
0,1,0,0,0.6931471805599453,4.394449154672439,6.621405651764134
1,0,0,0,1.0986122886681098,3.9318256327243257,7.170888478512505
0,0,0,1,0.6931471805599453,3.258096538021482,6.398594934535208
0,0,0,1,0.6931471805599453,2.772588722239781,7.1316985104669115
1,0,0,0,0.6931471805599453,3.713572066704308,6.7464121285733745
0,0,1,0,1.791759469228055,5.786897381366708,9.798182590890704
0,0,1,0,0.6931471805599453,4.110873864173311,7.313886831633462
0,0,1,0,1.0986122886681098,4.795790545596741,7.8826922062890254
0,0,1,0,1.0986122886681098,4.110873864173311,8.160803920954665
0,0,1,0,0.6931471805599453,3.258096538021482,6.398594934535208
1,0,0,0,1.791759469228055,5.484796933490655,9.210440366976517
1,0,0,0,1.0986122886681098,4.110873864173311,7.0909098220799835
0,1,0,0,1.791759469228055,6.3473892096560105,9.105090961257085
0,1,0,0,2.1972245773362196,5.860786223465865,8.853808274977197
0,1,0,0,0.6931471805599453,3.58351893845611,6.55250788703459
0,0,1,0,1.0986122886681098,4.394449154672439,7.696667081526462
0,0,0,1,1.3862943611198906,5.14166355650266,8.517393171418904
0,1,0,0,1.0986122886681098,5.384495062789089,7.0909098220799835
0,0,0,1,1.0986122886681098,6.391917113392602,10.463131911491967
0,1,0,0,1.0986122886681098,4.2626798770413155,7.0909098220799835
0,1,0,0,0.6931471805599453,3.8918202981106265,7.0909098220799835
0,1,0,0,1.0986122886681098,4.795790545596741,7.365812837209472
0,1,0,0,0.6931471805599453,3.9318256327243257,6.478509642208569
0,0,1,0,1.3862943611198906,5.049856007249537,8.160803920954665
0,0,1,0,1.0986122886681098,4.61512051684126,7.544861068658458
0,1,0,0,0.6931471805599453,4.2626798770413155,6.55250788703459
0,0,1,0,0.6931471805599453,4.02535169073515,6.803505257608338
0,1,0,0,1.6094379124341003,6.2166061010848646,9.305741456739435
0,0,0,1,1.3862943611198906,6.042632833682381,8.101980731853192
0,1,0,0,1.0986122886681098,4.795790545596741,8.294299608857235
0,1,0,0,1.0986122886681098,4.795790545596741,7.824445930877619
1,0,0,0,1.0986122886681098,4.51085950651685,7.438971592395862
1,0,0,0,1.3862943611198906,5.860786223465865,8.160803920954665
0,0,0,1,0.6931471805599453,5.351858133476067,9.61587214452889
0,0,1,0,1.6094379124341003,6.073044534100405,8.853808274977197
1,0,0,0,1.0986122886681098,4.442651256490317,7.937731775260109
0,0,0,1,1.6094379124341003,5.771441123130016,8.853808274977197
0,0,1,0,1.0986122886681098,5.993961427306569,8.412054873292933
0,0,1,0,1.0986122886681098,4.736198448394496,7.495541943884256
1,0,0,0,1.3862943611198906,5.831882477283517,8.853808274977197
1,0,0,0,1.0986122886681098,4.948759890378168,7.550135342488429
0,1,0,0,1.0986122886681098,4.51085950651685,7.170888478512505
1,0,0,0,1.0986122886681098,4.110873864173311,7.3783837129967145
0,0,0,1,1.0986122886681098,4.795790545596741,7.560601162768557
0,0,1,0,1.3862943611198906,5.5254529391317835,7.937731775260109
0,1,0,0,1.0986122886681098,3.828641396489095,6.7464121285733745
0,0,1,0,1.0986122886681098,6.46302945692067,9.15915233520675
0,0,1,0,0.6931471805599453,3.9318256327243257,7.00397413672268
0,0,0,1,0.6931471805599453,3.4339872044851463,6.478509642208569
1,0,0,0,1.0986122886681098,4.844187086458591,7.824445930877619
0,1,0,0,1.0986122886681098,4.394449154672439,6.90875477931522
0,0,1,0,1.0986122886681098,5.638354669333745,8.922791623969637
1,0,0,0,1.6094379124341003,5.638354669333745,8.699681400989514
1,0,0,0,1.0986122886681098,2.3978952727983707,7.00397413672268
0,0,1,0,1.0986122886681098,4.477336814478207,7.0909098220799835
0,0,1,0,1.0986122886681098,6.16541785423142,9.952325334619427
0,1,0,0,1.0986122886681098,4.51085950651685,7.496097345175956
0,0,0,1,1.6094379124341003,5.638354669333745,9.105090961257085
0,0,1,0,0.6931471805599453,3.713572066704308,7.00397413672268
0,1,0,0,1.3862943611198906,4.795790545596741,7.901377353792616
0,1,0,0,0.6931471805599453,3.713572066704308,6.523562306149512
0,1,0,0,1.0986122886681098,4.74493212836325,7.601402334583733
0,0,1,0,0.6931471805599453,4.110873864173311,6.55250788703459
0,0,0,1,1.0986122886681098,5.641907070938114,9.392745258631441
1,0,0,0,1.3862943611198906,4.584967478670572,7.496097345175956
0,0,1,0,1.3862943611198906,5.442417710521793,8.853808274977197
1,0,0,0,1.3862943611198906,4.997212273764115,7.824445930877619
1,0,0,0,1.3862943611198906,5.484796933490655,8.006700845440367
1,0,0,0,1.0986122886681098,4.51085950651685,7.313886831633462
0,0,1,0,1.6094379124341003,5.231108616854587,9.305741456739435
0,1,0,0,1.0986122886681098,4.2626798770413155,7.496097345175956
0,0,1,0,1.0986122886681098,5.739792912179234,9.392745258631441
0,1,0,0,0.6931471805599453,3.713572066704308,6.7464121285733745
0,0,1,0,0.6931471805599453,3.9318256327243257,6.85751406254539
0,0,1,0,1.3862943611198906,5.303304908059076,9.61587214452889
0,1,0,0,1.0986122886681098,3.9318256327243257,7.244941546337007
0,0,0,1,1.6094379124341003,5.811140992976701,8.294299608857235
1,0,0,0,0.6931471805599453,3.828641396489095,6.68586094706836
0,0,0,1,1.0986122886681098,5.872117789475416,10.308985993422082
0,0,0,1,1.791759469228055,5.916202062607435,9.392745258631441
1,0,0,0,0.6931471805599453,3.713572066704308,6.7464121285733745
0,0,0,1,1.0986122886681098,5.3981627015177525,9.99884318585288
1,0,0,0,0.6931471805599453,3.58351893845611,6.634633357861686
0,0,1,0,1.0986122886681098,5.993961427306569,9.350189267092581
1,0,0,0,1.3862943611198906,5.017279836814924,8.006700845440367
0,1,0,0,0.6931471805599453,3.9318256327243257,6.311734809152915
1,0,0,0,1.0986122886681098,4.2626798770413155,7.0909098220799835
1,0,0,0,1.0986122886681098,4.912654885736052,7.3783837129967145
0,1,0,0,0.6931471805599453,5.993961427306569,6.111467339502679
0,0,1,0,2.4849066497880004,5.303304908059076,8.412054873292933
0,0,0,1,1.0986122886681098,4.110873864173311,7.3783837129967145
0,0,0,1,0.6931471805599453,3.713572066704308,6.7464121285733745
0,1,0,0,1.0986122886681098,5.017279836814924,7.937731775260109
1,0,0,0,1.0986122886681098,4.07753744390572,7.313886831633462
0,0,1,0,1.6094379124341003,5.697093486505405,9.648659816955295
0,1,0,0,1.0986122886681098,3.713572066704308,7.313886831633462
1,0,0,0,0.6931471805599453,3.9318256327243257,7.170888478512505
0,0,1,0,1.6094379124341003,5.111987788356544,8.160803920954665
0,1,0,0,1.0986122886681098,5.5254529391317835,7.937731775260109
0,0,1,0,1.6094379124341003,5.697093486505405,9.648659816955295
0,0,1,0,1.0986122886681098,5.805134968916488,9.852246888342531
0,1,0,0,0.6931471805599453,3.6635616461296463,6.621405651764134
