zona_leste,zona_norte,zona_oeste,zona_sul,quartos,area,preco
0,0,1,0,1.3862943611198906,4.875197323201151,7.937731775260109
0,1,0,0,0.6931471805599453,3.713572066704308,6.55250788703459
0,0,0,1,1.6094379124341003,4.912654885736052,8.24301946898925
1,0,0,0,1.791759469228055,6.175867270105761,9.392745258631441
0,0,1,0,1.3862943611198906,5.017279836814924,9.04793908261736
0,1,0,0,0.6931471805599453,5.081404364984463,6.55250788703459
0,1,0,0,1.3862943611198906,5.318119993844216,7.650168700845001
0,0,1,0,1.3862943611198906,4.948759890378168,8.294299608857235
0,0,0,1,1.791759469228055,6.398594934535208,10.308985993422082
0,1,0,0,1.3862943611198906,5.707110264748875,8.517393171418904
0,1,0,0,0.6931471805599453,3.4339872044851463,6.311734809152915
1,0,0,0,1.6094379124341003,5.198497031265826,8.476579508530941
0,0,1,0,1.6094379124341003,5.638354669333745,8.699681400989514
1,0,0,0,1.0986122886681098,4.394449154672439,7.3783837129967145
0,0,1,0,1.3862943611198906,5.707110264748875,8.216358332386156
0,1,0,0,2.1972245773362196,5.860786223465865,8.987321812850125
1,0,0,0,1.3862943611198906,5.017279836814924,8.188966863648876
0,1,0,0,1.0986122886681098,4.2626798770413155,6.68586094706836
1,0,0,0,1.791759469228055,6.55250788703459,8.987321812850125
1,0,0,0,1.0986122886681098,2.3978952727983707,7.0909098220799835
0,0,1,0,1.0986122886681098,6.0112671744041615,9.61587214452889
1,0,0,0,0.6931471805599453,3.4657359027997265,6.68586094706836
1,0,0,0,0.6931471805599453,3.713572066704308,6.311734809152915
0,0,1,0,1.0986122886681098,5.707110264748875,9.392745258631441
1,0,0,0,1.0986122886681098,4.2626798770413155,6.8885724595653635
0,0,1,0,1.0986122886681098,5.25227342804663,8.853808274977197
1,0,0,0,0.6931471805599453,4.04305126783455,6.90875477931522
1,0,0,0,1.3862943611198906,5.762051382780177,7.824445930877619
0,0,1,0,1.3862943611198906,5.198497031265826,8.517393171418904
0,0,1,0,1.0986122886681098,5.081404364984463,8.517393171418904
0,0,1,0,0.6931471805599453,4.110873864173311,7.0909098220799835
1,0,0,0,1.6094379124341003,4.394449154672439,8.071218539969863
0,0,0,1,1.791759469228055,6.075346031088684,10.714439990727769
0,0,1,0,0.6931471805599453,4.2626798770413155,6.803505257608338
0,0,1,0,1.0986122886681098,4.2626798770413155,7.170888478512505
1,0,0,0,1.0986122886681098,4.795790545596741,7.650168700845001
0,1,0,0,1.0986122886681098,3.9318256327243257,7.0909098220799835
1,0,0,0,1.0986122886681098,5.081404364984463,7.696667081526462
1,0,0,0,1.0986122886681098,4.795790545596741,7.550135342488429
0,0,1,0,1.791759469228055,6.80903930604298,9.746892220313054
0,0,0,1,0.6931471805599453,3.713572066704308,6.803505257608338
0,1,0,0,1.3862943611198906,5.5254529391317835,7.824445930877619
0,0,1,0,0.6931471805599453,3.044522437723423,6.398594934535208
1,0,0,0,1.3862943611198906,4.962844630259907,7.741099090035366
1,0,0,0,1.0986122886681098,4.795790545596741,7.496097345175956
0,0,1,0,1.3862943611198906,5.111987788356544,7.824445930877619
1,0,0,0,1.0986122886681098,4.394449154672439,7.550135342488429
0,1,0,0,1.3862943611198906,5.278114659230517,8.101980731853192
0,1,0,0,0.6931471805599453,4.2626798770413155,6.398594934535208
1,0,0,0,1.0986122886681098,4.61512051684126,7.170888478512505
0,1,0,0,0.6931471805599453,3.58351893845611,6.55250788703459
0,0,1,0,0.6931471805599453,3.713572066704308,6.68586094706836
1,0,0,0,0.6931471805599453,3.828641396489095,6.803505257608338
0,0,1,0,1.3862943611198906,6.478509642208569,9.546884034617925
1,0,0,0,1.3862943611198906,5.564520407322694,8.160803920954665
0,1,0,0,0.6931471805599453,4.2626798770413155,7.3783837129967145
1,0,0,0,0.6931471805599453,2.3978952727983707,6.478509642208569
0,1,0,0,0.6931471805599453,3.7612001156935624,6.90875477931522
0,0,1,0,0.6931471805599453,3.9318256327243257,7.170888478512505
1,0,0,0,1.0986122886681098,4.2626798770413155,7.313886831633462
0,0,0,1,1.791759469228055,7.170888478512505,10.668978650219241
0,0,0,1,1.0986122886681098,5.707110264748875,9.392745258631441
0,1,0,0,1.0986122886681098,5.860786223465865,8.922791623969637
0,0,1,0,0.6931471805599453,4.189654742026425,7.170888478512505
0,0,1,0,1.3862943611198906,5.860786223465865,9.350189267092581
0,1,0,0,1.791759469228055,6.68586094706836,9.798182590890704
0,0,1,0,1.0986122886681098,5.993961427306569,8.853808274977197
1,0,0,0,1.6094379124341003,5.5254529391317835,8.699681400989514
1,0,0,0,1.0986122886681098,4.394449154672439,7.0909098220799835
0,1,0,0,1.0986122886681098,4.51085950651685,6.90875477931522
1,0,0,0,0.6931471805599453,3.9318256327243257,6.90875477931522
0,0,1,0,1.3862943611198906,6.411818267709897,9.392745258631441
0,0,1,0,1.3862943611198906,5.303304908059076,7.937731775260109
0,0,0,1,1.0986122886681098,5.147494476813453,9.305741456739435
0,0,1,0,1.3862943611198906,5.198497031265826,9.15915233520675
0,1,0,0,0.6931471805599453,4.110873864173311,6.478509642208569
0,1,0,0,0.6931471805599453,3.4339872044851463,7.170888478512505
1,0,0,0,1.0986122886681098,4.61512051684126,7.280008252884188
1,0,0,0,0.6931471805599453,3.828641396489095,6.85751406254539
0,1,0,0,1.0986122886681098,4.174387269895637,6.85751406254539
0,0,1,0,1.3862943611198906,5.5254529391317835,7.937731775260109
0,0,1,0,1.0986122886681098,5.707110264748875,9.082620630373812
0,1,0,0,1.0986122886681098,5.8888779583328805,6.85751406254539
0,1,0,0,0.6931471805599453,3.9318256327243257,6.85751406254539
1,0,0,0,0.6931471805599453,5.303304908059076,9.259225769705994
1,0,0,0,1.0986122886681098,5.916202062607435,9.680406499268875
0,0,0,1,1.3862943611198906,5.049856007249537,8.071218539969863
1,0,0,0,1.0986122886681098,4.795790545596741,7.170888478512505
0,0,1,0,1.0986122886681098,4.394449154672439,7.696667081526462
0,0,1,0,1.791759469228055,5.739792912179234,9.350189267092581
1,0,0,0,1.0986122886681098,3.9318256327243257,7.00397413672268
0,0,1,0,1.3862943611198906,4.68213122712422,7.409136443920128
0,1,0,0,1.0986122886681098,4.836281906951478,7.00397413672268
0,0,0,1,1.3862943611198906,5.831882477283517,9.210440366976517
0,0,1,0,1.0986122886681098,3.9318256327243257,7.244941546337007
0,0,1,0,1.0986122886681098,4.844187086458591,8.517393171418904
0,1,0,0,0.6931471805599453,3.258096538021482,6.111467339502679
0,1,0,0,1.3862943611198906,4.61512051684126,7.496097345175956
0,1,0,0,1.791759469228055,5.017279836814924,7.601402334583733
0,1,0,0,1.0986122886681098,3.8918202981106265,7.0909098220799835
1,0,0,0,1.791759469228055,5.921578419643816,9.210440366976517
0,1,0,0,0.6931471805599453,3.828641396489095,6.7464121285733745
0,0,0,1,1.3862943611198906,5.707110264748875,8.517393171418904
1,0,0,0,1.3862943611198906,4.795790545596741,7.824445930877619
0,0,1,0,1.0986122886681098,4.394449154672439,7.67368812926773
1,0,0,0,1.3862943611198906,5.318119993844216,7.8636512654486515
0,1,0,0,1.0986122886681098,5.017279836814924,8.160803920954665
0,1,0,0,0.6931471805599453,3.58351893845611,7.0909098220799835
0,0,1,0,1.3862943611198906,3.713572066704308,7.741099090035366
1,0,0,0,1.0986122886681098,4.02535169073515,6.803505257608338
0,0,0,1,1.3862943611198906,5.017279836814924,8.853808274977197
0,1,0,0,1.0986122886681098,4.51085950651685,6.957497370876951
0,0,1,0,1.3862943611198906,4.61512051684126,7.261225091971921
1,0,0,0,0.6931471805599453,3.58351893845611,6.621405651764134
1,0,0,0,1.0986122886681098,5.017279836814924,7.824445930877619
1,0,0,0,1.0986122886681098,4.394449154672439,7.824445930877619
0,0,0,1,1.6094379124341003,6.066108090103747,9.648659816955295
0,1,0,0,0.6931471805599453,3.9318256327243257,6.85751406254539
0,0,1,0,1.9459101490553132,6.704414354964107,10.12667110305036
0,1,0,0,1.0986122886681098,4.795790545596741,7.365812837209472
0,0,1,0,1.3862943611198906,5.303304908059076,8.188966863648876
0,0,1,0,1.3862943611198906,4.6913478822291435,8.35490952835879
0,0,1,0,0.6931471805599453,3.828641396489095,6.478509642208569
0,1,0,0,1.0986122886681098,6.90875477931522,9.741027444837728
0,1,0,0,1.0986122886681098,4.61512051684126,7.576097340623111
0,1,0,0,1.0986122886681098,4.948759890378168,9.392745258631441
1,0,0,0,1.3862943611198906,4.948759890378168,7.8636512654486515
0,0,0,1,1.6094379124341003,6.2166061010848646,9.472781556562168
0,0,0,1,1.3862943611198906,5.017279836814924,8.160803920954665
0,0,1,0,1.3862943611198906,5.003946305945459,7.741099090035366
0,0,1,0,1.6094379124341003,6.111467339502679,9.90353755128617
0,0,1,0,1.3862943611198906,5.198497031265826,7.824445930877619
1,0,0,0,0.6931471805599453,3.713572066704308,6.90875477931522
1,0,0,0,0.6931471805599453,3.8918202981106265,6.803505257608338
0,0,0,1,1.0986122886681098,4.110873864173311,7.170888478512505
0,0,1,0,1.3862943611198906,4.875197323201151,7.741099090035366
0,1,0,0,1.0986122886681098,4.110873864173311,7.601402334583733
0,0,0,1,1.3862943611198906,4.836281906951478,8.160803920954665
1,0,0,0,1.3862943611198906,5.3981627015177525,8.071218539969863
0,1,0,0,1.3862943611198906,5.081404364984463,7.824445930877619
1,0,0,0,1.0986122886681098,4.663439094112067,8.517393171418904
0,0,1,0,1.3862943611198906,4.110873864173311,7.00397413672268
0,0,1,0,1.3862943611198906,4.948759890378168,8.412054873292933
0,1,0,0,0.6931471805599453,3.4339872044851463,6.311734809152915
1,0,0,0,0.6931471805599453,4.02535169073515,6.803505257608338
1,0,0,0,1.0986122886681098,4.795790545596741,6.90875477931522
0,0,1,0,1.3862943611198906,5.332718793265369,7.824445930877619
0,0,0,1,1.6094379124341003,5.14166355650266,8.071218539969863
1,0,0,0,0.6931471805599453,4.61512051684126,7.170888478512505
0,0,0,1,1.6094379124341003,6.150602768446279,9.61587214452889
1,0,0,0,0.6931471805599453,4.394449154672439,6.90875477931522
0,1,0,0,1.0986122886681098,4.61512051684126,7.937731775260109
0,0,1,0,1.3862943611198906,4.948759890378168,8.006700845440367
0,1,0,0,1.0986122886681098,5.017279836814924,7.937731775260109
0,1,0,0,1.0986122886681098,4.07753744390572,7.313886831633462
0,1,0,0,1.0986122886681098,3.9318256327243257,7.438971592395862
0,0,0,1,1.791759469228055,5.602118820879701,8.853808274977197
0,0,0,1,1.6094379124341003,6.677083461247136,9.305741456739435
0,0,1,0,1.0986122886681098,4.2626798770413155,7.170888478512505
0,1,0,0,1.0986122886681098,4.51085950651685,7.696667081526462
1,0,0,0,1.0986122886681098,4.02535169073515,6.803505257608338
1,0,0,0,0.6931471805599453,3.9318256327243257,6.68586094706836
0,1,0,0,1.3862943611198906,4.875197323201151,7.496097345175956
0,1,0,0,1.0986122886681098,4.442651256490317,7.496097345175956
0,1,0,0,1.6094379124341003,5.5254529391317835,8.517393171418904
0,0,1,0,1.6094379124341003,5.170483995038151,8.131824785007195
0,0,1,0,1.0986122886681098,4.394449154672439,7.244941546337007
1,0,0,0,0.6931471805599453,3.58351893845611,6.111467339502679
1,0,0,0,0.6931471805599453,4.2626798770413155,12.301387370778713
0,0,1,0,1.6094379124341003,6.635946555686647,9.40894529884324
0,0,0,1,1.3862943611198906,5.209486152841421,8.476579508530941
0,0,1,0,1.3862943611198906,5.081404364984463,8.006700845440367
0,1,0,0,1.0986122886681098,5.8888779583328805,7.901377353792616
1,0,0,0,1.3862943611198906,4.962844630259907,7.741099090035366
1,0,0,0,1.3862943611198906,4.02535169073515,7.313886831633462
0,1,0,0,0.6931471805599453,3.4965075614664802,7.208600337960199
0,0,1,0,1.791759469228055,5.493061443340548,8.294299608857235
0,0,1,0,1.0986122886681098,4.356708826689592,8.188966863648876
1,0,0,0,1.0986122886681098,4.02535169073515,6.903747257584598
0,0,0,1,1.3862943611198906,5.017279836814924,8.412054873292933
0,1,0,0,1.3862943611198906,5.484796933490655,8.294299608857235
0,0,0,1,1.791759469228055,6.144185634125646,9.61587214452889
0,0,1,0,1.3862943611198906,5.3612921657094255,8.987321812850125
0,0,1,0,1.3862943611198906,5.14166355650266,8.071218539969863
1,0,0,0,1.3862943611198906,4.7535901911063645,7.601402334583733
0,1,0,0,1.0986122886681098,4.110873864173311,7.1316985104669115
0,0,0,1,1.6094379124341003,5.298317366548036,8.006700845440367
0,0,1,0,1.3862943611198906,5.3981627015177525,7.937731775260109
0,0,0,1,1.0986122886681098,5.442417710521793,8.294299608857235
0,1,0,0,1.791759469228055,6.343880434126331,8.699681400989514
1,0,0,0,1.3862943611198906,5.303304908059076,7.937731775260109
0,0,0,1,1.791759469228055,5.988961416889864,8.853808274977197
1,0,0,0,1.0986122886681098,3.58351893845611,7.0909098220799835
1,0,0,0,1.0986122886681098,5.017279836814924,8.006700845440367
1,0,0,0,2.772588722239781,5.717027701406222,9.61587214452889
1,0,0,0,1.0986122886681098,5.707110264748875,7.741099090035366
0,0,1,0,1.3862943611198906,5.017279836814924,8.699681400989514
0,0,1,0,1.0986122886681098,5.017279836814924,8.922791623969637
1,0,0,0,1.3862943611198906,6.12029741895095,8.922791623969637
0,1,0,0,0.6931471805599453,4.51085950651685,6.90875477931522
1,0,0,0,1.3862943611198906,5.602118820879701,8.853808274977197
0,0,1,0,1.0986122886681098,4.709530201312334,7.601402334583733
0,0,0,1,1.6094379124341003,6.580639137284949,10.12667110305036
1,0,0,0,1.0986122886681098,4.499809670330265,7.696667081526462
0,1,0,0,0.6931471805599453,4.709530201312334,7.00397413672268
0,1,0,0,0.6931471805599453,4.2626798770413155,7.048386408721883
0,0,0,1,1.0986122886681098,4.795790545596741,7.824445930877619
1,0,0,0,1.0986122886681098,4.394449154672439,7.1316985104669115
0,0,0,1,1.0986122886681098,5.393627546352362,9.305741456739435
0,1,0,0,0.6931471805599453,3.9318256327243257,6.311734809152915
0,1,0,0,0.6931471805599453,3.4339872044851463,6.803505257608338
1,0,0,0,1.3862943611198906,4.61512051684126,7.824445930877619
1,0,0,0,1.6094379124341003,5.707110264748875,9.61587214452889
0,1,0,0,1.0986122886681098,4.110873864173311,7.601402334583733
1,0,0,0,1.3862943611198906,5.303304908059076,8.853808274977197
1,0,0,0,1.3862943611198906,5.081404364984463,7.3783837129967145
1,0,0,0,1.0986122886681098,4.795790545596741,7.244941546337007
0,0,0,1,0.6931471805599453,5.081404364984463,8.853808274977197
0,0,0,1,1.791759469228055,6.35088571671474,9.472781556562168
1,0,0,0,1.3862943611198906,4.61512051684126,8.006700845440367
0,1,0,0,0.6931471805599453,3.8501476017100584,6.621405651764134
0,1,0,0,0.6931471805599453,4.189654742026425,6.803505257608338
0,1,0,0,0.6931471805599453,3.4965075614664802,7.0909098220799835
0,0,1,0,1.0986122886681098,4.276666119016055,7.409136443920128
0,0,1,0,1.6094379124341003,6.154858094016418,10.308985993422082
0,0,0,1,1.3862943611198906,4.990432586778736,7.937731775260109
0,0,1,0,1.0986122886681098,5.983936280687191,10.571342565808699
0,0,0,1,1.6094379124341003,6.56244409369372,9.210440366976517
0,0,0,1,1.0986122886681098,4.7535901911063645,8.160803920954665
0,0,0,1,0.6931471805599453,3.4339872044851463,7.00397413672268
0,1,0,0,1.0986122886681098,4.61512051684126,7.937731775260109
1,0,0,0,1.0986122886681098,5.5254529391317835,6.68586094706836
1,0,0,0,1.0986122886681098,4.110873864173311,7.3783837129967145
0,0,0,1,1.6094379124341003,6.478509642208569,9.305741456739435
0,1,0,0,0.6931471805599453,3.9318256327243257,6.90875477931522
1,0,0,0,1.0986122886681098,4.2626798770413155,7.438971592395862
0,0,1,0,1.0986122886681098,4.875197323201151,7.8636512654486515
0,0,1,0,1.791759469228055,5.993961427306569,8.853808274977197
0,0,0,1,1.3862943611198906,5.017279836814924,8.294299608857235
1,0,0,0,1.3862943611198906,5.198497031265826,7.901377353792616
0,0,1,0,1.0986122886681098,3.044522437723423,6.2166061010848646
0,0,1,0,1.6094379124341003,5.993961427306569,8.987321812850125
0,1,0,0,0.6931471805599453,4.2626798770413155,6.398594934535208
0,0,0,1,1.6094379124341003,5.713732805509369,9.798182590890704
0,0,1,0,1.0986122886681098,4.795790545596741,7.3783837129967145
0,0,0,1,1.6094379124341003,6.142037405587356,9.392745258631441
0,0,0,1,1.3862943611198906,4.795790545596741,7.438971592395862
0,0,1,0,0.6931471805599453,4.663439094112067,7.824445930877619
1,0,0,0,1.0986122886681098,4.795790545596741,7.937731775260109
0,1,0,0,1.3862943611198906,5.5254529391317835,7.937731775260109
0,1,0,0,1.0986122886681098,4.110873864173311,6.85751406254539
0,0,0,1,1.3862943611198906,6.100318952020064,8.853808274977197
0,0,0,1,1.0986122886681098,4.394449154672439,6.90875477931522
0,0,1,0,1.3862943611198906,4.948759890378168,8.294299608857235
0,0,1,0,1.6094379124341003,5.993961427306569,9.305741456739435
0,0,0,1,0.6931471805599453,5.860786223465865,9.472781556562168
1,0,0,0,0.6931471805599453,3.713572066704308,6.53813982376767
0,0,1,0,1.3862943611198906,4.875197323201151,7.8636512654486515
0,0,1,0,1.0986122886681098,4.948759890378168,7.937731775260109
0,1,0,0,1.0986122886681098,4.2626798770413155,6.7464121285733745
1,0,0,0,1.0986122886681098,4.330733340286331,7.0909098220799835
0,0,1,0,1.0986122886681098,4.31748811353631,8.699681400989514
0,0,0,1,1.0986122886681098,5.5254529391317835,7.0909098220799835
0,0,1,0,2.3978952727983707,5.5254529391317835,9.61587214452889
0,0,1,0,1.0986122886681098,5.303304908059076,8.006700845440367
0,0,1,0,0.6931471805599453,3.713572066704308,7.00397413672268
1,0,0,0,1.0986122886681098,4.330733340286331,7.170888478512505
1,0,0,0,1.0986122886681098,4.394449154672439,7.170888478512505
0,0,1,0,1.0986122886681098,5.272999558563747,8.853808274977197
1,0,0,0,1.0986122886681098,4.174387269895637,7.601402334583733
1,0,0,0,1.0986122886681098,4.2626798770413155,7.0909098220799835
0,0,1,0,1.6094379124341003,5.993961427306569,9.798182590890704
0,0,1,0,1.0986122886681098,4.61512051684126,7.438971592395862
